ArX_C_NMR,ArX_C_isotropic,ArX_C_Mulliken,ArX_C_area,ArX_R_isotropic,ArX_R_Mulliken,ArX_R_area,ArX_bond_order,ArX_bond_length,ArX_E_HOMO,ArX_E_LUMO,ArX_electroneg,ArX_hardness,ArX_dipole,ArB(OR)2_C_NMR,ArB(OR)2_C_isotropic,ArB(OR)2_C_Mulliken,ArB(OR)2_C_area,ArB(OR)2_B_isotropic,ArB(OR)2_B_Mulliken,ArB(OR)2_B_area,ArB(OR)2_bond_order,ArB(OR)2_bond_length,ArB(OR)2_HOMO,ArB(OR)2_LUMO,ArB(OR)2_electroneg,Ar-B(OR)2_hardness,Ar-B(OR)2_dipole,catalyst_Pd_charge,catalyst_Pd_expoarea,catalyst_P_charge,catalyst_P_expoarea,catalyst_HOMO,catalyst_LUMO,catalyst_dipole,catalyst_area,catalyst_PSA,catalyst_volume,catalyst_ovality,catalyst_weight,catalyst_H,tres(s),T,Loading,catalyst,Scheme,experiment,Yield
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,2.893728365,-1.63215193,-2.051368294,0.308040798,-0.669986129,-1.135027256,-0.63290199,-1.636011329,-0.110984945,-1.650828805,-1.528494113,-1.442225054,1.227139653,1.229030596,-0.847616386,1.061025129,P1_L6,1c-2a,19,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.682562588,-0.953505647,0.158076319,-0.423056887,-0.591482614,0.037799436,-1.511521241,0.295007633,-3.069389105,0.361049434,0.175457809,0.003237366,0.23100845,-0.546732735,-0.847616386,1.053000368,P2_L1,1c-2a,20,21.1
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.49485799,2.282423652,-2.018358663,2.538320246,2.438753089,-1.306064481,1.857610401,1.059857153,0.065288794,1.213960082,0.662301215,1.511787956,-1.920877205,-0.546732735,-0.847616386,1.051662907,P1_L4,1c-2a,21,53.1
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.384831707,-0.773731797,1.434448704,-0.109905433,-0.82699316,0.062233325,-0.628319028,-1.291329299,-0.025331804,-1.297091972,-1.163361558,-1.272794656,1.199782999,-0.546732735,-0.847616386,-0.82345637,P1_L5,1c-2a,22,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-0.022302207,-0.117557245,0.470567489,-0.493331032,0.256355355,1.137324459,0.698121062,0.529745519,0.708432475,0.453390375,0.662301215,0.466052036,-0.374687362,1.229030596,-0.847616386,-0.82345637,P1_L3,1c-2a,23,5.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.331957173,-0.229915901,0.237299432,-0.64250948,0.099348324,1.11289057,0.567179296,-0.162664612,0.869165172,-0.201875145,-0.067963894,-0.057889805,0.028605143,1.229030596,-0.847616386,-0.792694784,P1_L2,1c-2a,24,7.5
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.374256801,-0.252387632,0.129467972,-0.558673658,-0.57578191,-0.157671679,-0.870561296,0.814648396,-0.051943178,0.771789041,0.905722918,0.560208049,-0.29110329,1.229030596,0.730675684,1.053000368,P1_L1,1c-2a,26,68.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.331957173,-0.229915901,0.237299432,-0.64250948,0.099348324,1.11289057,0.567179296,-0.162664612,0.869165172,-0.201875145,-0.067963894,-0.057889805,0.028605143,-0.546732735,0.730675684,1.058350209,P1_L2,1c-2a,27,52.9
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,2.893728365,-1.63215193,-2.051368294,0.308040798,-0.669986129,-1.135027256,-0.63290199,-1.636011329,-0.110984945,-1.650828805,-1.528494113,-1.442225054,1.227139653,-0.546732735,0.730675684,-0.795369705,P1_L6,1c-2a,28,7.4
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.067584501,0.866704584,0.468366847,0.374616304,-0.889795973,-1.79474227,-0.583144119,-2.038473528,-0.125532496,-1.964521635,-2.258759222,-2.002230618,1.79564992,1.229030596,0.730675684,1.039625765,P1_L7,1c-2a,29,75
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-0.022302207,-0.117557245,0.470567489,-0.493331032,0.256355355,1.137324459,0.698121062,0.529745519,0.708432475,0.453390375,0.662301215,0.466052036,-0.374687362,-0.546732735,0.730675684,1.026251163,P1_L3,1c-2a,30,53.8
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.384831707,-0.773731797,1.434448704,-0.109905433,-0.82699316,0.062233325,-0.628319028,-1.291329299,-0.025331804,-1.297091972,-1.163361558,-1.272794656,1.199782999,1.229030596,0.730675684,1.057012748,P1_L5,1c-2a,31,47.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.682562588,-0.953505647,0.158076319,-0.423056887,-0.591482614,0.037799436,-1.511521241,0.295007633,-3.069389105,0.361049434,0.175457809,0.003237366,0.23100845,1.229030596,0.730675684,-0.790019864,P2_L1,1c-2a,32,17
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.49485799,2.282423652,-2.018358663,2.538320246,2.438753089,-1.306064481,1.857610401,1.059857153,0.065288794,1.213960082,0.662301215,1.511787956,-1.920877205,1.229030596,-2.09400811,-1.617907761,P1_L4,1c-2a,33,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.384831707,-0.773731797,1.434448704,-0.109905433,-0.82699316,0.062233325,-0.628319028,-1.291329299,-0.025331804,-1.297091972,-1.163361558,-1.272794656,1.199782999,1.229030596,-2.09400811,-1.623257602,P1_L5,1c-2a,34,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.374256801,-0.252387632,0.129467972,-0.558673658,-0.57578191,-0.157671679,-0.870561296,0.814648396,-0.051943178,0.771789041,0.905722918,0.560208049,-0.29110329,1.229030596,-2.09400811,-1.616570301,P1_L1,1c-2a,35,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.682562588,-0.953505647,0.158076319,-0.423056887,-0.591482614,0.037799436,-1.511521241,0.295007633,-3.069389105,0.361049434,0.175457809,0.003237366,0.23100845,1.229030596,-2.09400811,-1.639307125,P2_L1,1c-2a,36,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.331957173,-0.229915901,0.237299432,-0.64250948,0.099348324,1.11289057,0.567179296,-0.162664612,0.869165172,-0.201875145,-0.067963894,-0.057889805,0.028605143,-1.108069571,0.730675684,1.058350209,P1_L2,1c-2a,37,41.9
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-0.022302207,-0.117557245,0.470567489,-0.493331032,0.256355355,1.137324459,0.698121062,0.529745519,0.708432475,0.453390375,0.662301215,0.466052036,-0.374687362,-1.108069571,0.730675684,1.026251163,P1_L3,1c-2a,38,77.5
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,2.893728365,-1.63215193,-2.051368294,0.308040798,-0.669986129,-1.135027256,-0.63290199,-1.636011329,-0.110984945,-1.650828805,-1.528494113,-1.442225054,1.227139653,-1.108069571,0.730675684,1.061025129,P1_L6,1c-2a,39,8.5
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.067584501,0.866704584,0.468366847,0.374616304,-0.889795973,-1.79474227,-0.583144119,-2.038473528,-0.125532496,-1.964521635,-2.258759222,-2.002230618,1.79564992,-1.108069571,0.730675684,1.039625765,P1_L7,1c-2a,40,85.4
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.49485799,2.282423652,-2.018358663,2.538320246,2.438753089,-1.306064481,1.857610401,1.059857153,0.065288794,1.213960082,0.662301215,1.511787956,-1.920877205,-1.108069571,-0.769937581,1.051662907,P1_L4,1c-2a,41,33.4
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.384831707,-0.773731797,1.434448704,-0.109905433,-0.82699316,0.062233325,-0.628319028,-1.291329299,-0.025331804,-1.297091972,-1.163361558,-1.272794656,1.199782999,-1.108069571,-0.798184419,1.057012748,P1_L5,1c-2a,42,0.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-0.022302207,-0.117557245,0.470567489,-0.493331032,0.256355355,1.137324459,0.698121062,0.529745519,0.708432475,0.453390375,0.662301215,0.466052036,-0.374687362,-1.108069571,-0.787591855,1.026251163,P1_L3,1c-2a,43,24.4
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.067584501,0.866704584,0.468366847,0.374616304,-0.889795973,-1.79474227,-0.583144119,-2.038473528,-0.125532496,-1.964521635,-2.258759222,-2.002230618,1.79564992,-1.108069571,-0.794653565,1.039625765,P1_L7,1c-2a,44,3.6
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,0.374256801,-0.252387632,0.129467972,-0.558673658,-0.57578191,-0.157671679,-0.870561296,0.814648396,-0.051943178,0.771789041,0.905722918,0.560208049,-0.29110329,-1.108069571,-0.812307838,1.053000368,P1_L1,1c-2a,45,12.4
-0.90248783,0.902046989,-0.073629319,-0.741376022,1.792648084,-1.795821873,1.795780041,-1.767340559,1.792388304,1.796901995,-1.79670351,1.775766621,-1.796785951,-0.211717259,-0.975223642,0.97523779,-1.07143075,-1.066177211,-1.070125409,1.073876195,-1.067890384,1.051174396,-0.987802447,-1.072075949,1.06246671,-0.681764699,1.072394605,0.751565618,-1.682562588,-0.953505647,0.158076319,-0.423056887,-0.591482614,0.037799436,-1.511521241,0.295007633,-3.069389105,0.361049434,0.175457809,0.003237366,0.23100845,-1.108069571,-0.787591855,1.053000368,P2_L1,1c-2a,46,11.2
